remainBal,balF,purDone,oneOffPur,insPur,cashAdv,purF,oneOffPurF,insPurF,cashAdvF,cashAdvTRX,purTRX,creditLim,pymtDone,minPymt,fullPymtPCT,tenure
5965.5356,1.0,0.0,0.0,0.0,419.1776,0.0,0.0,0.0,0.5833,7,0,6000.0,1495.0674,2221.88,0.0,12
1039.2561,1.0,618.75,0.0,618.75,0.0,0.9167,0.0,0.9167,0.0,0,11,1700.0,202.1374,262.2048,0.0,12
94.1105,1.0,1090.19,0.0,1090.19,0.0,1.0,0.0,1.0,0.0,0,19,7000.0,1174.7398,176.2858,0.9167,12
293.1184,1.0,368.91,0.0,368.91,683.5364,0.75,0.0,0.75,0.1667,3,18,1800.0,1309.4894,195.9535,0.1667,12
2206.4637,1.0,1945.82,521.5,1424.32,194.7358,1.0,0.0833,1.0,0.0833,1,56,9000.0,819.9058,679.0054,0.0,12
39.5542,0.5455,353.9,0.0,353.9,0.0,0.5,0.0,0.5,0.0,0,6,2500.0,374.4728,85.9141,0.4545,12
237.4358,0.9091,1270.32,1270.32,0.0,438.4202,0.3333,0.3333,0.0,0.1667,2,6,1800.0,1148.3787,110.2528,0.0,12
38.1607,0.5455,340.0,0.0,340.0,0.0,0.5,0.0,0.4167,0.0,0,6,5000.0,888.2212,146.3486,1.0,12
28.5935,0.9091,258.32,0.0,258.32,0.0,0.6667,0.0,0.5833,0.0,0,10,4000.0,307.7502,161.0304,0.1667,12
1597.6793,1.0,272.4,0.0,272.4,0.0,1.0,0.0,1.0,0.0,0,16,1550.0,587.7102,1090.8116,0.0,12
1140.9181,1.0,0.0,0.0,0.0,1531.1768,0.0,0.0,0.0,0.3333,6,0,1800.0,1336.4524,374.4525,0.0,12
1458.7752,1.0,0.0,0.0,0.0,1759.2952,0.0,0.0,0.0,0.3333,10,0,3500.0,856.7404,379.2551,0.0,12
2.3073,0.1429,0.0,0.0,0.0,28.444,0.0,0.0,0.0,0.1429,1,0,3000.0,0.0,864.2065,0.0,7
1173.1127,1.0,823.05,573.05,250.0,1000.8696,0.5,0.25,0.4167,0.25,3,11,1500.0,2049.3451,266.9029,0.0,12
287.8172,1.0,360.0,360.0,0.0,0.0,0.0833,0.0833,0.0,0.0,0,1,3000.0,112.6782,208.2475,0.0,12
3.8949,0.7273,182.49,0.0,182.49,0.0,0.9167,0.0,0.9167,0.0,0,11,1500.0,201.0882,13.8894,0.0,12
2377.5374,1.0,0.0,0.0,0.0,2420.5907,0.0,0.0,0.0,0.1667,3,0,5000.0,533.9402,826.5647,0.0,12
4694.6716,1.0,0.0,0.0,0.0,4174.7165,0.0,0.0,0.0,0.5,14,0,12000.0,8919.2282,1075.8897,0.0,12
30.0727,0.4545,461.99,461.99,0.0,0.0,0.3333,0.3333,0.0,0.0,0,4,6000.0,945.9988,104.8104,0.6667,12
44.5387,0.5455,916.67,0.0,916.67,0.0,0.4167,0.0,0.4167,0.0,0,5,1500.0,1075.5786,94.7627,0.4167,12
28.3495,0.4545,235.0,0.0,235.0,0.0,0.25,0.0,0.1667,0.0,0,4,6000.0,268.1285,67.7019,0.2727,12
557.2773,1.0,3739.78,3436.23,303.55,0.0,0.8333,0.8333,0.25,0.0,0,28,1500.0,3530.1318,190.9854,0.25,12
1919.099,1.0,240.27,102.26,138.01,2116.0775,0.8333,0.0833,0.75,0.5833,17,11,3200.0,763.6741,744.7138,0.0,12
4837.8357,0.9091,1283.4,1140.9,142.5,6312.3356,0.8182,0.8182,0.0909,1.0,24,34,4500.0,5190.6961,6825.442,0.0,11
226.3462,1.0,2206.74,2206.74,0.0,0.0,1.0,1.0,0.0,0.0,0,24,10000.0,1891.0001,204.4771,0.8182,12
2269.0739,1.0,284.9,284.9,0.0,490.6124,0.1667,0.1667,0.0,0.3333,5,6,6000.0,559.249,786.4021,0.0,12
588.6186,1.0,0.0,0.0,0.0,36.7698,0.0,0.0,0.0,0.1667,2,0,1200.0,1386.882,232.8022,0.0833,12
5825.3837,1.0,3426.12,2369.78,1056.34,570.064,1.0,0.6667,0.9167,0.1667,2,39,17000.0,2925.0205,1463.5887,0.0,12
2267.664,1.0,0.0,0.0,0.0,76.5904,0.0,0.0,0.0,0.0833,1,0,2500.0,597.0467,673.4658,0.0,12
2514.1701,0.8182,87.28,87.28,0.0,1863.7598,0.0833,0.0833,0.0,0.3333,6,2,5000.0,4646.3408,767.8298,0.0,12
2354.1258,1.0,5351.58,3824.94,1526.64,156.1487,1.0,0.3333,1.0,0.0833,1,21,10000.0,4452.7531,562.1028,0.0,12
616.5702,0.8182,5788.81,5788.81,0.0,0.0,0.5,0.5,0.0,0.0,0,13,7000.0,5891.252,285.7623,0.2,12
153.679,1.0,181.81,0.0,181.81,0.0,0.8333,0.0,0.8333,0.0,0,16,1500.0,454.8576,183.0132,0.0,12
417.8989,0.9,1735.17,1116.67,618.5,649.9362,0.9,0.3,0.8,0.1,2,20,2500.0,1892.6755,170.4587,0.125,10
810.0898,0.9091,1428.89,1428.89,0.0,0.0,0.1818,0.1818,0.0,0.0,0,11,2500.0,1576.8424,395.7619,0.0,11
450.7469,1.0,194.1,194.1,0.0,345.7347,0.1667,0.1667,0.0,0.3333,6,4,600.0,635.0732,389.7955,0.0,12
21.4417,0.6364,197.62,0.0,197.62,0.0,0.5,0.0,0.5,0.0,0,6,4000.0,398.3825,153.6452,1.0,12
8978.1563,1.0,482.88,325.52,157.36,72.4438,0.75,0.5,0.75,0.0833,1,15,9500.0,2112.6194,5817.0791,0.0,12
1669.9928,1.0,91.84,91.84,0.0,1680.8711,0.1667,0.1667,0.0,0.5833,11,2,4400.0,348.4054,413.7271,0.0,12
957.01,1.0,604.8,0.0,604.8,901.7547,1.0,0.0,0.9167,0.0833,3,12,1000.0,811.4572,926.0871,0.0,12
249.4896,0.1818,0.0,0.0,0.0,3689.5176,0.0,0.0,0.0,0.1667,8,0,6000.0,0.0,864.2065,0.0,12
12.8867,0.3636,1437.15,1399.8,37.35,0.0,0.3333,0.25,0.0833,0.0,0,4,2700.0,2372.0121,98.7676,0.25,12
1502.5179,1.0,266.64,0.0,266.64,0.0,0.7273,0.0,0.6364,0.0,0,8,1500.0,318.7331,792.0129,0.0,11
2287.4863,1.0,0.0,0.0,0.0,2705.0949,0.0,0.0,0.0,0.1667,1,0,3000.0,341.7515,327.2775,0.0,6
184.8903,0.4545,1686.86,1686.86,0.0,0.0,0.25,0.25,0.0,0.0,0,5,6000.0,3873.5069,127.0163,0.0,12
2122.8217,1.0,255.34,199.34,56.0,1331.7696,0.3333,0.1667,0.3333,0.5,7,6,5000.0,1016.8435,561.9126,0.0,12
1097.2859,1.0,0.0,0.0,0.0,37.6433,0.0,0.0,0.0,0.1667,2,0,1200.0,236.3757,259.213,0.0,12
114.5237,1.0,83.0,83.0,0.0,69.228,0.1667,0.1667,0.0,0.1667,2,3,300.0,196.3333,201.6154,0.0833,12
298.7795,0.9091,1205.85,310.97,894.88,0.0,0.6667,0.3333,0.4167,0.0,0,12,3000.0,378.7689,130.6518,0.0,12
2306.6987,0.7273,12784.51,11246.07,1538.44,191.6529,0.6667,0.6667,0.3333,0.0833,1,68,6200.0,13705.0044,1310.2916,0.0,12
8.8381,0.4545,1003.66,586.14,417.52,0.0,0.5833,0.3333,0.25,0.0,0,10,2500.0,1140.2577,31.4979,0.0,12
1710.9716,1.0,2042.5,1000.0,1042.5,0.0,0.8333,0.0833,0.8333,0.0,0,12,9500.0,1952.9234,387.2814,0.0,12
742.731,1.0,6236.64,4613.7,1622.94,0.0,1.0,1.0,1.0,0.0,0,49,3750.0,8529.3302,256.8201,0.8333,12
1625.1185,1.0,2908.35,956.83,1951.52,1029.5603,0.9167,0.3333,0.75,0.1667,4,40,3500.0,763.751,1125.0426,0.0,12
358.9155,0.7273,0.0,0.0,0.0,709.4855,0.0,0.0,0.0,0.1667,5,0,6400.0,331.9966,137.4396,0.0,12
1060.421,1.0,480.22,295.63,184.59,0.0,1.0,0.25,0.9167,0.0,0,17,4200.0,2398.9561,342.2675,0.0,12
1047.8543,1.0,384.0,0.0,384.0,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,530.3621,1127.7246,0.0,12
842.6006,0.9091,0.0,0.0,0.0,679.6734,0.0,0.0,0.0,0.3333,7,0,1200.0,1901.2793,324.8018,0.0909,12
2344.1928,1.0,0.0,0.0,0.0,1517.2687,0.0,0.0,0.0,0.3333,9,0,3000.0,681.4337,592.0328,0.0,12
352.737,1.0,1833.9,1833.9,0.0,0.0,0.4167,0.4167,0.0,0.0,0,6,2500.0,1779.9779,188.7742,0.4,12
1643.2156,0.8182,0.0,0.0,0.0,2493.4981,0.0,0.0,0.0,0.3636,9,0,2500.0,414.9513,7164.3062,0.0,11
1638.4253,1.0,0.0,0.0,0.0,37.9215,0.0,0.0,0.0,0.0833,1,0,1800.0,459.1514,335.8138,0.0,12
855.5719,0.6667,71.13,0.0,71.13,1343.0217,0.6667,0.0,0.5556,0.2222,5,6,1500.0,220.4364,583.8201,0.0,9
2893.8975,1.0,18.0,0.0,18.0,3904.5145,0.0833,0.0,0.0833,0.4167,23,1,6000.0,483.7299,720.9711,0.0,12
19.7665,0.3636,197.48,0.0,197.48,0.0,0.3333,0.0,0.25,0.0,0,4,16000.0,409.9335,164.2483,0.5,12
16304.8892,1.0,1770.57,0.0,1770.57,7424.0944,0.5,0.0,0.4167,0.6667,13,9,19000.0,5337.9612,8345.6419,0.0,12
5825.2877,1.0,230.0,230.0,0.0,1909.5944,0.0833,0.0833,0.0,0.25,3,1,7000.0,1537.8171,1442.0756,0.0,12
753.5188,0.6364,1737.87,249.12,1488.75,947.958,1.0,0.0833,1.0,0.0833,1,27,2500.0,977.1888,313.9224,0.0833,12
40.0745,1.0,423.37,423.37,0.0,0.0,1.0,1.0,0.0,0.0,0,12,7000.0,430.4666,187.9544,0.0833,12
765.9661,1.0,1488.82,1402.35,86.47,0.0,0.8333,0.8333,0.25,0.0,0,24,4000.0,1111.5931,181.8408,0.0,12
2594.8787,1.0,160.0,160.0,0.0,3095.1801,0.0833,0.0833,0.0,0.25,7,3,9500.0,851.5297,596.332,0.0,12
91.6554,0.3636,1110.01,1110.01,0.0,0.0,0.1667,0.1667,0.0,0.0,0,2,6000.0,3304.443,84.4711,0.0,12
1127.6438,1.0,14454.98,10454.28,4000.7,0.0,1.0,1.0,1.0,0.0,0,82,9000.0,12996.6427,289.7579,0.9167,12
1.875,0.3636,433.32,0.0,433.32,0.0,1.0,0.0,1.0,0.0,0,12,2000.0,238.9138,7.0707,0.0,12
4241.8648,1.0,225.08,225.08,0.0,2842.7719,0.0909,0.0909,0.0,1.0,17,2,5000.0,2011.1268,1282.4284,0.0,11
287.5655,1.0,472.32,375.0,97.32,1785.9261,0.3333,0.1667,0.25,0.4167,5,7,1000.0,2022.302,191.0738,0.3333,12
5604.3576,0.9091,0.0,0.0,0.0,6067.5866,0.0,0.0,0.0,0.7273,15,0,6500.0,1255.5461,1542.9063,0.0,11
345.7548,1.0,3125.03,492.71,2632.32,0.0,1.0,0.1667,1.0,0.0,0,36,5500.0,3016.561,189.376,1.0,12
56.8725,1.0,748.36,748.36,0.0,0.0,1.0,1.0,0.0,0.0,0,12,4000.0,698.8177,170.7749,1.0,12
471.1048,1.0,0.0,0.0,0.0,58.1924,0.0,0.0,0.0,0.25,3,0,500.0,165.2716,190.842,0.0,12
11.9449,0.1818,88.93,88.93,0.0,0.0,0.0833,0.0833,0.0,0.0,0,1,2750.0,430.5074,154.0674,0.0,12
4276.9296,1.0,298.0,298.0,0.0,7635.6211,0.1667,0.1667,0.0,0.3333,11,2,8000.0,969.6899,1336.9578,0.0,12
1768.5892,1.0,63.7,63.7,0.0,0.0,0.0833,0.0833,0.0,0.0,0,1,2000.0,750.9276,379.0793,0.0,12
714.8133,1.0,1110.42,0.0,1110.42,0.0,0.5,0.0,0.5,0.0,0,6,2200.0,4296.9083,4130.5925,0.0833,12
1222.7455,0.3636,0.0,0.0,0.0,5396.5506,0.0,0.0,0.0,0.0833,1,0,6000.0,15843.6814,1261.1252,0.3333,12
70.7941,0.9091,0.0,0.0,0.0,211.8546,0.0,0.0,0.0,0.1818,2,0,150.0,699.2925,599.5493,0.0,11
67.7288,1.0,869.48,685.79,183.69,0.0,0.9167,0.8333,0.6667,0.0,0,20,3000.0,824.5578,175.2394,0.75,12
1455.9045,0.8182,149.0,149.0,0.0,1991.8445,0.0833,0.0833,0.0,0.3333,7,1,2200.0,2326.9851,1115.4447,0.0,12
309.4918,0.4545,0.0,0.0,0.0,3497.52,0.0,0.0,0.0,0.25,6,0,4000.0,5364.6806,116.706,0.3333,12
635.4821,1.0,1481.24,1160.26,320.98,0.0,1.0,0.4545,0.5455,0.0,0,21,6000.0,805.5163,219.7175,0.1818,11
2475.5076,1.0,569.85,233.04,336.81,1909.4705,0.6667,0.0833,0.5833,0.25,3,14,5000.0,672.0488,658.6579,0.0,12
6976.3461,1.0,2552.1,2080.01,472.09,377.8555,1.0,0.9167,0.8333,0.0833,1,50,9000.0,1850.3325,2024.379,0.0,12
3767.5469,1.0,3545.56,1653.36,1892.2,1841.5558,1.0,0.75,1.0,0.0833,1,30,9000.0,4061.5989,1007.6914,0.0,12
182.8546,1.0,1978.87,765.85,1213.02,0.0,1.0,0.75,1.0,0.0,0,68,6000.0,1590.3308,167.1365,0.75,12
14.5711,0.5455,180.5,0.0,180.5,0.0,0.4167,0.0,0.3333,0.0,0,5,6000.0,178.585,69.3591,0.3636,12
10.0355,1.0,0.0,0.0,0.0,139.1139,0.0,0.0,0.0,0.0833,2,0,1000.0,154.9707,77.4026,0.0,12
2584.6174,1.0,0.0,0.0,0.0,385.4245,0.0,0.0,0.0,0.3,3,0,3000.0,3206.866,557.9732,0.0,10
3857.2785,1.0,0.0,0.0,0.0,1238.0479,0.0,0.0,0.0,0.4444,6,0,4000.0,666.9785,635.6146,0.0,9
374.1018,1.0,1283.36,1253.36,30.0,0.0,1.0,1.0,0.0833,0.0,0,14,1800.0,1482.1408,202.1841,0.0833,12
1696.3024,1.0,0.0,0.0,0.0,1578.1599,0.0,0.0,0.0,0.6667,13,0,3000.0,650.7169,784.0601,0.0,12
760.8846,0.8333,2940.79,2644.17,296.62,103.1796,0.8333,0.8333,0.3333,0.1667,1,53,11500.0,426.7981,113.2628,0.0,6
269.4064,1.0,2629.96,2006.57,623.39,0.0,0.75,0.4167,0.5833,0.0,0,19,2200.0,1936.7244,202.6191,0.4167,12
2948.966,1.0,4129.97,1804.1,2325.87,451.6222,1.0,0.75,1.0,0.25,4,56,5000.0,2557.0146,605.6973,0.0,12
130.1429,0.6364,0.0,0.0,0.0,435.2284,0.0,0.0,0.0,0.0833,1,0,3000.0,791.7833,138.4202,0.1667,12
449.0269,1.0,313.2,0.0,313.2,0.0,1.0,0.0,1.0,0.0,0,12,1000.0,136.0967,217.4493,0.0,12
2556.2928,1.0,0.0,0.0,0.0,226.3694,0.0,0.0,0.0,0.1667,2,0,6000.0,1311.0109,841.8805,0.0,12
3031.9337,1.0,2000.6,2000.6,0.0,0.0,0.1667,0.1667,0.0,0.0,0,3,6500.0,811.1094,858.2981,0.0,12
26.982,0.1818,237.6,0.0,237.6,0.0,0.1667,0.0,0.0833,0.0,0,2,2500.0,0.0,864.2065,0.0,12
1866.4283,1.0,3306.06,549.0,2757.06,0.0,1.0,0.1667,1.0,0.0,0,54,5000.0,2248.3411,431.7968,0.0,12
2059.0357,1.0,0.0,0.0,0.0,387.7576,0.0,0.0,0.0,0.0833,1,0,2500.0,460.0056,754.9827,0.0,12
30.3951,1.0,512.47,512.47,0.0,0.0,1.0,1.0,0.0,0.0,0,12,7000.0,484.6699,192.9086,1.0,12
91.2662,0.9091,701.59,701.59,0.0,0.0,0.3333,0.3333,0.0,0.0,0,6,3200.0,812.383,140.1759,0.1,12
76.6739,0.7778,410.9,0.0,410.9,0.0,0.6667,0.0,0.5556,0.0,0,6,1500.0,449.09,100.1059,0.0,9
200.5741,1.0,675.9,675.9,0.0,0.0,0.4167,0.4167,0.0,0.0,0,8,7500.0,753.5027,308.605,0.0833,12
0.0,0.0,350.48,0.0,350.48,0.0,0.4167,0.0,0.4167,0.0,0,5,2700.0,681.9247,864.2065,0.0,12
1078.3009,1.0,0.0,0.0,0.0,1537.8864,0.0,0.0,0.0,0.6667,16,0,1500.0,199.0105,226.881,0.0,6
633.2097,1.0,1625.01,1165.36,459.65,0.0,1.0,0.3333,1.0,0.0,0,29,2500.0,764.7137,206.9889,0.0,12
26.2967,0.5455,417.0,417.0,0.0,0.0,1.0,1.0,0.0,0.0,0,13,6500.0,960.7373,86.5628,0.1111,12
16.7276,0.5455,128.0,0.0,128.0,0.0,0.3333,0.0,0.3333,0.0,0,4,5000.0,363.8686,170.7378,1.0,12
882.7158,1.0,120.0,0.0,120.0,322.9359,1.0,0.0,1.0,0.25,4,12,1000.0,307.5848,249.0059,0.0,12
1540.0775,1.0,0.0,0.0,0.0,3490.3304,0.0,0.0,0.0,0.5833,16,0,4000.0,383.0568,394.7634,0.0,12
10495.7393,1.0,5038.27,1940.88,3097.39,0.0,1.0,0.5,1.0,0.0,0,108,14500.0,2564.8571,4606.7559,0.0,12
2182.7522,1.0,3216.97,2360.3,856.67,5594.062,1.0,0.6667,1.0,0.5833,17,51,10000.0,7573.5465,501.7113,0.25,12
177.8225,1.0,0.0,0.0,0.0,212.5974,0.0,0.0,0.0,0.0909,1,0,3000.0,141.2721,271.3767,0.0,11
3127.0736,1.0,4468.44,4432.46,35.98,0.0,1.0,0.8333,0.0833,0.0,0,55,4500.0,665.0469,850.2473,0.0,12
924.1708,1.0,1663.77,1663.77,0.0,3718.2763,0.8333,0.8333,0.0,0.5,11,21,3000.0,4201.6945,307.5375,0.2,12
750.5289,1.0,1384.79,886.32,498.47,0.0,1.0,1.0,0.9167,0.0,0,34,1800.0,759.9161,225.7434,0.0,12
701.1357,1.0,1004.04,624.0,380.04,181.8742,0.4167,0.1667,0.25,0.0833,1,6,3000.0,359.8292,190.2268,0.0,12
21.9608,1.0,175.45,0.0,175.45,0.0,1.0,0.0,0.9091,0.0,0,11,1500.0,143.6091,164.3616,0.7778,11
1175.9226,1.0,14.72,14.72,0.0,79.2522,0.0833,0.0833,0.0,0.25,3,1,1200.0,347.5682,463.9925,0.0,12
4612.1471,1.0,0.0,0.0,0.0,2260.6231,0.0,0.0,0.0,0.25,4,0,6500.0,1210.9845,1565.6788,0.0,12
19.9285,0.7273,310.64,0.0,310.64,0.0,0.6667,0.0,0.5833,0.0,0,8,9000.0,409.4542,175.246,0.7143,12
26.1573,0.8182,318.41,65.0,253.41,0.0,0.75,0.0833,0.6667,0.0,0,11,5000.0,240.4745,154.2101,0.0,12
13.9984,0.8571,94.86,0.0,94.86,0.0,0.8571,0.0,0.7143,0.0,0,6,1500.0,68.3234,104.2649,0.4,7
1594.3286,1.0,0.0,0.0,0.0,2880.6096,0.0,0.0,0.0,0.3333,19,0,3000.0,348.7953,510.9861,0.0,12
37.0505,1.0,367.17,0.0,367.17,0.0,1.0,0.0,1.0,0.0,0,19,2000.0,326.6247,152.5477,0.6364,12
844.2305,1.0,615.0,336.0,279.0,0.0,0.6667,0.25,0.4167,0.0,0,9,1500.0,1028.1633,183.0393,0.0,12
1228.1702,1.0,817.94,436.64,381.3,0.0,0.6667,0.1667,0.5,0.0,0,8,1500.0,708.3833,831.4421,0.0,12
1727.6998,1.0,0.0,0.0,0.0,414.0725,0.0,0.0,0.0,0.1818,2,0,2000.0,396.8367,680.4103,0.0,11
1306.7352,1.0,0.0,0.0,0.0,256.3616,0.0,0.0,0.0,0.25,4,0,5500.0,536.0656,324.67,0.0,12
5182.0927,1.0,3183.43,1049.3,2134.13,445.3376,1.0,0.25,1.0,0.1667,7,67,6000.0,2400.8619,2257.7884,0.0,12
756.5732,1.0,1056.64,683.89,372.75,548.0674,0.5,0.5,0.3333,0.25,4,16,1800.0,1597.7462,309.5762,0.0833,12
1727.5169,1.0,624.46,624.46,0.0,0.0,0.3333,0.3333,0.0,0.0,0,9,1800.0,925.227,865.0785,0.0,12
1441.4042,0.4,0.0,0.0,0.0,7313.2039,0.0,0.0,0.0,0.4,5,0,8000.0,462.4372,856.4016,0.0,10
1032.8233,1.0,1540.06,1395.13,144.93,0.0,1.0,0.9167,1.0,0.0,0,28,4000.0,3846.028,322.5064,0.1818,12
1623.1766,0.9091,0.0,0.0,0.0,3478.6436,0.0,0.0,0.0,0.8182,34,0,3000.0,1007.2117,433.9636,0.0,11
1602.4254,1.0,0.0,0.0,0.0,1770.2823,0.0,0.0,0.0,0.5833,17,0,2500.0,1434.5667,597.4608,0.0,12
14.5931,1.0,158.7,0.0,158.7,0.0,1.0,0.0,1.0,0.0,0,23,5200.0,193.7061,141.0272,0.7,12
20.7005,0.8571,94.98,0.0,94.98,0.0,0.8571,0.0,0.7143,0.0,0,6,1000.0,86.1675,104.7715,0.5,7
3467.6193,1.0,468.49,278.5,189.99,2493.1807,0.8333,0.0833,0.6667,0.5,10,10,4000.0,1612.0029,898.051,0.0,12
212.8404,1.0,1944.48,864.38,1080.1,0.0,1.0,0.6667,1.0,0.0,0,36,6000.0,1780.9884,182.3187,0.4167,12
387.4491,1.0,253.7,253.7,0.0,0.0,0.4167,0.4167,0.0,0.0,0,8,3000.0,198.1337,200.7303,0.0,12
2901.9999,1.0,11250.65,10165.88,1084.77,0.0,1.0,1.0,0.75,0.0,0,274,9500.0,6443.3817,691.3284,0.0833,12
828.0133,1.0,126.48,0.0,126.48,0.0,0.25,0.0,0.1667,0.0,0,3,3000.0,301.7289,224.6412,0.0,12
884.1638,1.0,823.52,0.0,823.52,0.0,1.0,0.0,1.0,0.0,0,56,1500.0,416.8703,294.0324,0.0,12
71.1867,0.7273,1500.0,0.0,1500.0,0.0,1.0,0.0,1.0,0.0,0,12,3000.0,1330.7818,118.364,0.6364,12
1167.255,1.0,499.92,0.0,499.92,0.0,1.0,0.0,1.0,0.0,0,12,1200.0,897.5147,1358.4346,0.0,12
6090.2291,1.0,1583.23,1583.23,0.0,8983.5613,0.6667,0.6667,0.0,0.3333,11,8,7000.0,8054.4851,1805.4556,0.0833,12
2986.0703,1.0,178.9,74.9,104.0,1948.2118,0.3333,0.0833,0.1667,0.4167,10,4,10000.0,619.0288,1149.2437,0.0,12
74.278,1.0,795.57,135.38,660.19,0.0,1.0,0.0833,1.0,0.0,0,19,5000.0,899.3106,178.3133,1.0,12
79.2224,1.0,994.96,463.2,531.76,0.0,0.9167,0.3333,0.8333,0.0,0,22,3500.0,612.6452,160.1609,0.9,12
997.9876,1.0,952.29,152.29,800.0,274.9495,1.0,0.0833,1.0,0.0833,2,17,1200.0,1273.2537,580.9348,0.0,12
8737.8602,1.0,0.0,0.0,0.0,5424.7826,0.0,0.0,0.0,0.9167,24,0,10500.0,2804.0403,2312.2509,0.0,12
2236.1763,1.0,1114.43,979.43,135.0,0.0,1.0,0.9167,0.4167,0.0,0,21,9000.0,615.6278,634.8538,0.0,12
2932.1364,1.0,0.0,0.0,0.0,1866.47,0.0,0.0,0.0,0.5833,12,0,3500.0,809.8135,849.2104,0.0,12
126.1592,1.0,144.9,144.9,0.0,0.0,0.25,0.25,0.0,0.0,0,6,450.0,1307.8532,1336.1062,0.3333,12
963.4674,1.0,720.57,720.57,0.0,0.0,1.0,1.0,0.0,0.0,0,12,2600.0,2304.8827,392.9199,0.0,12
641.0221,1.0,0.0,0.0,0.0,180.3215,0.0,0.0,0.0,0.25,4,0,1000.0,345.161,277.7637,0.0,12
2638.4538,1.0,0.0,0.0,0.0,262.0828,0.0,0.0,0.0,0.1667,2,0,2900.0,642.8303,599.5082,0.0,12
2800.8483,1.0,0.0,0.0,0.0,230.3459,0.0,0.0,0.0,0.1667,2,0,3000.0,864.9315,1796.4472,0.0,12
921.3343,1.0,161.6,0.0,161.6,18.9804,0.5,0.0,0.4167,0.0833,1,6,1500.0,1757.6871,5482.1773,0.0833,12
324.8317,0.3636,0.0,0.0,0.0,1282.3146,0.0,0.0,0.0,0.0833,2,0,3000.0,3585.1346,270.5422,0.0,12
144.0067,1.0,45.65,45.65,0.0,0.0,0.0833,0.0833,0.0,0.0,0,1,1000.0,287.5601,177.4753,0.0,12
1737.9679,1.0,249.0,249.0,0.0,1669.3867,0.0833,0.0833,0.0,0.4167,12,2,2500.0,1543.4867,374.9939,0.1667,12
266.1427,1.0,2109.17,1384.31,724.86,0.0,1.0,1.0,1.0,0.0,0,40,7000.0,2003.2737,176.4536,1.0,12
3956.0721,1.0,82.0,82.0,0.0,2113.0606,0.1667,0.1667,0.0,0.25,9,2,4500.0,811.1191,1325.0101,0.0,12
3128.6133,1.0,3875.71,2244.32,1631.39,0.0,1.0,0.9167,1.0,0.0,0,98,6500.0,1628.4111,1548.16,0.0,12
2731.3197,1.0,0.0,0.0,0.0,410.8371,0.0,0.0,0.0,0.25,3,0,3000.0,696.5422,761.827,0.0,12
1478.0693,1.0,0.0,0.0,0.0,37.4837,0.0,0.0,0.0,0.0833,1,0,1500.0,287.132,531.6551,0.0,12
1357.9693,0.4545,0.0,0.0,0.0,2903.3553,0.0,0.0,0.0,0.25,6,0,6000.0,12353.2655,717.7885,0.2,12
59.3252,1.0,527.63,0.0,527.63,0.0,1.0,0.0,0.9,0.0,0,11,1000.0,435.9942,158.1588,0.875,10
2.7192,0.1818,0.0,0.0,0.0,365.7297,0.0,0.0,0.0,0.0833,1,0,6000.0,3961.0728,29.0487,0.0909,12
145.3794,0.7273,0.0,0.0,0.0,79.0109,0.0,0.0,0.0,0.1667,2,0,1000.0,542.4894,156.2655,0.125,12
730.0582,1.0,782.6,782.6,0.0,0.0,1.0,1.0,0.0,0.0,0,12,12000.0,278.8653,238.6082,0.0,12
1916.0677,1.0,0.0,0.0,0.0,4690.229,0.0,0.0,0.0,0.25,19,0,4000.0,7730.1951,1442.9928,0.0,12
204.0416,1.0,1173.34,1067.7,105.64,0.0,0.7,0.7,0.3,0.0,0,20,5000.0,871.2457,137.9133,0.0,10
203.6296,0.4545,0.0,0.0,0.0,589.9916,0.0,0.0,0.0,0.1667,2,0,3000.0,314.8425,185.6258,0.0,12
9166.0164,1.0,0.0,0.0,0.0,2911.3226,0.0,0.0,0.0,0.3333,8,0,10500.0,2335.7373,3361.0467,0.0,12
1371.0159,1.0,180.0,180.0,0.0,0.0,0.1667,0.1667,0.0,0.0,0,2,3000.0,534.0552,866.1238,0.0,12
218.3504,1.0,54.25,0.0,54.25,0.0,0.3333,0.0,0.3333,0.0,0,4,500.0,704.5532,1722.0573,0.0,12
89.5797,0.2727,1174.59,1174.59,0.0,0.0,0.1818,0.1818,0.0,0.0,0,2,12500.0,711.5236,27.0944,0.0,11
665.7864,1.0,5634.56,3335.15,2299.41,0.0,1.0,1.0,1.0,0.0,0,104,5200.0,5831.6645,202.2132,0.9167,12
0.2985,0.0909,510.0,0.0,510.0,0.0,1.0,0.0,1.0,0.0,0,12,6500.0,557.4807,864.2065,0.0,12
9.0528,0.2727,172.0,172.0,0.0,0.0,0.1667,0.1667,0.0,0.0,0,2,6000.0,179.6442,118.317,0.0,12
1631.6039,1.0,0.0,0.0,0.0,831.7809,0.0,0.0,0.0,0.1818,2,0,1800.0,357.2591,687.0487,0.0,11
501.36,1.0,107.27,107.27,0.0,0.0,0.25,0.25,0.0,0.0,0,3,7500.0,614.1633,188.0389,0.0,12
672.8473,1.0,1969.47,1796.79,172.68,0.0,0.5,0.4,0.1,0.0,0,7,5500.0,1204.587,238.1951,0.1,10
1308.128,1.0,623.03,0.0,623.03,0.0,0.9167,0.0,0.8333,0.0,0,15,1500.0,306.9677,356.0875,0.0,12
